筲	shāo	pot-scrubbing brush made of	pot-scrubbing brush made of bamboo strips; basket (container) for chopsticks; variant of 筲[shāo]; basket; bucket
糊	hú; hù	muddled, paste, scorched	muddled; paste; scorched; congee; making a living; variant of 糊[hú]; cream
䍃	yáo	pitcher	(archaic) vase; pitcher
䍹	shān	variant of 羶	variant of 羶[shān]
䒗	qì	old variant of 芞	old variant of 芞[qì]
䔢	huá	old variant of 華|华	old variant of 華|华[huá]
䕭	qián; xián	nettle, a variety of grass	a variety of grass; nettle; a kind of vegetable
䖟	méng	old variant of 虻	old variant of 虻[méng]
䖸	é	variant of 蛾	variant of 蛾[é]
䗈	méng	old variant of 虻	old variant of 虻[méng]
䗥	zōng	see 螉䗥	see 螉䗥[wēng​zōng]
䗪	zhè	Chinese ground beetle	Chinese ground beetle (Eupolyphaga sinensis)
蜂	fēng	bee, wasp	bee; wasp; variant of 蜂[fēng]; old variant of 蜂[fēng]
䗶	là	old variant of 蠟|蜡	old variant of 蠟|蜡[là]
恤	xù	to sympathize, anxiety	anxiety; sympathy; to sympathize; to give relief; to compensate; variant of 恤[xù]
脉	mài; mò	vein, arteries and veins	arteries and veins; vein (on a leaf, insect wing etc); old variant of 脈|脉[mài]; variant of 脈|脉[mài]; see 脈脈|脉脉[mò​mò]
卒	zú; cù	to finish, to die, soldier	soldier; servant; to finish; to die; finally; at last; pawn in Chinese chess; variant of 卒[zú]; variant of 猝[cù]
词	cí	word, statement, speech	word; statement; speech; lyrics; CL:組|组[zǔ],個|个[gè]; a form of lyric poetry, flourishing in the Song dynasty 宋朝|宋朝[Sòng​cháo]; CL:首[shǒu]; old variant of 詞|词[cí]
䛟	jiá	variant of 唊	variant of 唊[jiá]
䝓	liè	old variant of 鬣	old variant of 鬣[liè]
獾	huān	badger	variant of 獾[huān]; badger
䞓	chēng	old variant of 赬|赪	old variant of 赬|赪[chēng]
䟆	bì	old variant of 蹕|跸	old variant of 蹕|跸[bì]
䟖	zhǐ	erroneous variant of 趾	erroneous variant of 趾[zhǐ]
䠀	chǎng	to squat, to sit	to squat; to sit
趟	tàng; tāng	a time, a trip	classifier for times, round trips or rows; a time; a trip; to wade; to trample; to turn the soil; old variant of 趟[tāng]
䠞	cù	variant of 蹙	variant of 蹙[cù]
射	shè	to shoot, to launch	to shoot; to launch; to allude to; radio- (chemistry); old variant of 射[shè]
䤈	xī	old variant of 醯	old variant of 醯[xī]
鿏	mài	meitnerium	meitnerium (chemistry)
镰	lián	scythe, sickle	scythe; sickle; old variant of 鐮|镰[lián]; variant of 鐮|镰[lián]
䥯	bà	plow	plow
䦉	sì	variant of 肆	variant of 肆[sì]
䦕	pēng	variant of 閛	variant of 閛[pēng]
䩦	tiáo	variant of 鞗	variant of 鞗[tiáo]
䫏	qī	mask of a god used in	mask of a god used in ceremonies to exorcise demons and drive away pestilence; (archaic) ugly
飒	sà	valiant, melancholy	sound of wind; valiant; melancholy; variant of 颯|飒[sà]
䬠	fēi	old variant of 霏	old variant of 霏[fēi]
䬪	bó	variant of 餺|馎	variant of 餺|馎[bó]
驮	tuó; duò	to carry on one's back	variant of 馱|驮[tuó]; to carry on one's back; load carried by a pack animal
䯝	suǐ	marrow, essence, quintessence	variant of 髓; marrow; essence; quintessence; pith (soft interior of plant stem)
魂	hún	soul, spirit	soul; spirit; immortal soul, i.e. that can be detached from the body; old variant of 魂[hún]
鲃	bā	see 䰾魚|鲃鱼	see 䰾魚|鲃鱼[bā​yú]
䲔	jīng	old variant of 鯨|鲸	old variant of 鯨|鲸[jīng]
䳗	é	variant of 鵝|鹅	variant of 鵝|鹅[é]
鹅	é	goose	goose; CL:隻|只[zhī]; variant of 鵝|鹅[é]
鹮	huán	spoonbill, ibis	spoonbill; ibis; family Threskiornithidae
麸	fū	bran	variant of 麩|麸[fū]; bran
䵹	zhī	old variant of 蜘	old variant of 蜘[zhī]
衄	nǜ	to bleed from the nose	to bleed from the nose (or from the ears, gums etc); fig. to be defeated; old variant of 衄[nǜ]; variant of 衄[nǜ]
䶑	tì	variant of 嚏	variant of 嚏[tì]
一	yī	one, single, 1, a, entire	one; 1; single; a (article); as soon as; entire; whole; all; throughout; "one" radical in Chinese characters (Kangxi radical 1); also pr. [yāo] for greater clarity when spelling out numbers digit by digit
丁	dīng; Dīng	butyl, cubes, fourth in order	fourth of the ten Heavenly Stems 十天干[shí​tiān​gān]; fourth in order; letter "D" or Roman "IV" in list "A, B, C", or "I, II, III" etc; ancient Chinese compass point: 195°; butyl; cubes (of food); surname Ding
丂	kǎo	"breath" or "sigh" component	"breath" or "sigh" component in Chinese characters
七	qī	seven, 7	seven; 7
丄	shàng	old variant of 上	old variant of 上[shàng]
丅	xià	old variant of 下	old variant of 下[xià]
丆	xx	one of the characters used in	one of the characters used in kwukyel (phonetic "myeon"), an ancient Korean writing system
万	wàn; Mò; Wàn	ten thousand, a great number	ten thousand; a great number; see 万俟[Mò​qí]; surname Wan
丈	zhàng	to measure, husband	measure of length, ten Chinese feet (3.3 m); to measure; husband; polite appellation for an older male
三	sān; Sān	three, 3	three; 3; surname San
上	shàng; shǎng	upon, on top, above, to climb	on top; upon; above; upper; previous; first (of multiple parts); to climb; to get onto; to go up; to attend (class or university); see 上聲|上声[shǎng​shēng]
下	xià	down, downwards, below, lower	down; downwards; below; lower; later; next (week etc); second (of two parts); to decline; to go down; to arrive at (a decision, conclusion etc); measure word to show the frequency of an action
丌	Jī; jī; qí	"pedestal" component in	surname Ji; "pedestal" component in Chinese characters; archaic variant of 其[qí]
不	bù	not, no	(negative prefix); not; no
丏	miǎn	hidden from view	hidden from view; barrier to ward off arrows
丐	gài	to beg for alms, beggar	to beg for alms; beggar; variant of 丐[gài]
丑	chǒu; Chǒu	clown	clown; 2nd earthly branch: 1-3 a.m., 12th solar month (6th January to 3rd February), year of the Ox; ancient Chinese compass point: 30°; shameful; ugly; disgraceful; surname Chou
丒	chǒu	variant of 醜|丑	variant of 醜|丑[chǒu]
且	qiě	and, moreover, yet	and; moreover; yet; for the time being; to be about to; both (... and...)
丕	pī	grand	grand
世	shì; Shì	life, age, generation, era	life; age; generation; era; world; lifetime; epoch; descendant; noble; surname Shi
丗	shì	archaic variant of 世	archaic variant of 世[shì]
丘	qiū; Qiū	mound, hillock, grave	mound; hillock; grave; classifier for fields; variant of 丘[qiū]; surname Qiu
丙	bǐng	propyl, third in order	third of the ten Heavenly Stems 十天干[shí​tiān​gān]; third in order; letter "C" or Roman "III" in list "A, B, C", or "I, II, III" etc; ancient Chinese compass point: 165°; propyl
丞	chéng	deputy	deputy
丢	diū	to lose, to throw	to lose; to put aside; to throw
丠	qiū	old variant of 丘	old variant of 丘[qiū]
両	liǎng	Japanese variant of 兩|两	Japanese variant of 兩|两
丣	yǒu	old variant of 酉	old variant of 酉[yǒu]
并	bìng	and, furthermore, also	and; furthermore; also; together with; (not) at all; simultaneously; to combine; to join; to merge; to amalgamate; variant of 並|并[bìng]
丨	gǔn; shù	radical in Chinese characters	radical in Chinese characters (Kangxi radical 2); see 豎筆|竖笔[shù​bǐ]
丩	jiū	archaic variant of 糾|纠	archaic variant of 糾|纠[jiū]
丫	yā	fork, branch, bifurcation	fork; branch; bifurcation; girl
中	zhōng; zhòng; Zhōng	within, among, middle, in	within; among; in; middle; center; while (doing sth); during; (dialect) OK; all right; to hit (the mark); to be hit by; to suffer; to win (a prize, a lottery); China; Chinese; surname Zhong
丮	jǐ	to catch	to catch
丰	fēng; Fēng	luxuriant, buxom, appearance	luxuriant; buxom; variant of 豐|丰[fēng]; variant of 風|风[fēng]; appearance; charm; abundant; plentiful; fertile; plump; great; surname Feng
丱	guàn; kuàng	young, underage	two tufts of hair; young; underage; archaic variant of 礦|矿[kuàng]
串	chuàn	to skewer, to string together	to string together; to skewer; to connect wrongly; to gang up; to rove; string; bunch; skewer; classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of...
丳	chǎn	skewer	skewer
丵	zhuó	thick grass	thick grass; "bush" component in Chinese characters
丶	zhǔ	"dot" radical in Chinese	"dot" radical in Chinese characters (Kangxi radical 3); see also 點|点[diǎn]
丷	bā; xx	"eight" component in Chinese	"eight" component in Chinese characters; archaic variant of 八[bā]; one of the characters used in kwukyel, an ancient Korean writing system
丸	wán	ball, pellet, pill	ball; pellet; pill
丹	dān	red, pellet, powder, cinnabar	red; pellet; powder; cinnabar
主	zhǔ	owner, master, host, God, Lord	owner; master; host; individual or party concerned; God; Lord; main; to indicate or signify; trump card (in card games)
丼	dòng; jǐng	bowl of boiled rice with	(Tw) bowl of boiled rice with other food on top (loanword from Japanese "donburi"); old variant of 井[jǐng]
丿	piě	radical in Chinese characters	radical in Chinese characters (Kangxi radical 4); see 撇[piě]
乀	fú; piě	stretch	stretch; variant of 丿[piě]
乂	yì	to regulate, to govern	to regulate; to govern; to control; to mow
乃	nǎi	to be, thus, so, therefore	to be; thus; so; therefore; then; only; thereupon; variant of 乃[nǎi]
久	jiǔ	time, duration of time	(long) time; (long) duration of time
乆	jiǔ	archaic variant of 久	archaic variant of 久[jiǔ]
乇	tuō; zhé	"blade of grass" component in	archaic variant of 托[tuō]; "blade of grass" component in Chinese characters
幺	yāo; Yāo	youngest, tiny, one	youngest; most junior; tiny; one (unambiguous spoken form when spelling out numbers, esp. on telephone or in military); one or ace on dice or dominoes; variant of 吆[yāo], to shout; surname Yao
乊	xx	one of the characters used in	one of the characters used in kwukyel (phonetic "ho"), an ancient Korean writing system
之	zhī	him, her, it	(possessive particle, literary equivalent of 的[de]); him; her; it
乍	zhà	to spread, suddenly, at first	at first; suddenly; abruptly; to spread; (of hair) to stand on end; bristling
乎	hū	from, at, because, than	(classical particle similar to 於|于[yú]) in; at; from; because; than; (classical final particle similar to 嗎|吗[ma], 吧[ba], 呢[ne], expressing question, doubt or astonishment)
乏	fá	tired, short of	short of; tired
乑	zhòng	to stand side by side	to stand side by side; variant of 眾|众[zhòng]
乒	pīng	ping, bing	(onom.) ping; bing
乓	pāng	bang	(onom.) bang
乕	hǔ	archaic variant of 虎	archaic variant of 虎[hǔ]
乖	guāi	clever, shrewd, alert	(of a child) obedient, well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal
乗	chéng	Japanese variant of 乘	Japanese variant of 乘[chéng]
乘	chéng; shèng; Chéng	to ride, to mount, to multiply	to ride; to mount; to make use of; to avail oneself of; to take advantage of; to multiply (math.); Buddhist sect or creed; old variant of 乘[chéng]; four horse military chariot (archaic); four (archaic); generic term for history books...
乙	yǐ; zhé	ethyl, bent, second in order	second of the ten Heavenly Stems 十天干[shí​tiān​gān]; second in order; letter "B" or Roman "II" in list "A, B, C", or "I, II, III" etc; second party (in legal contract, usually 乙方[yǐ​fāng], as opposed to 甲方[jiǎ​fāng]); ethyl; bent; winding...
乚	yà	component in Chinese	component in Chinese characters; archaic variant of 毫[háo]; archaic variant of 乙[yǐ]
乛	zhé	variant of 乙	variant of 乙[zhé]
乜	miē	to squint, what?	to squint; what? (Cantonese); see also 乜嘢[miē​yě]
九	jiǔ	nine, 9	nine; 9
乞	qǐ	to beg	to beg
也	yě; Yě	also, too	also; too; (in Classical Chinese) final particle implying affirmation; surname Ye
乢	gài	ancient variant of 蓋|盖	ancient variant of 蓋|盖[gài]; ancient variant of 丐[gài]
乣	jiǔ	archaic variant of 糺	archaic variant of 糺[jiǔ]
乤	xx	first character in place name	first character in place name 乤浦 "Halpho" (Korean gugja)
乥	xx	one of the characters used in	one of the characters used in kwukyel (phonetic "hol"), an ancient Korean writing system
乧	xx	archaic Korean hanja	archaic Korean hanja pronounced dul, phonetic 斗 du plus 乙 ul
乨	shǐ	archaic variant of 始	archaic variant of 始[shǐ]
乩	jī	to divine	to divine
乪	nāng	a bend in a river	a bend in a river (Cantonese)
乫	xx	phonetic "gal" used in place	phonetic "gal" used in place names (Korean gugja)
乭	shí	rock	rock; phonetic "dol" used in names (Korean kugja)
乳	rǔ	breast, milk	breast; milk
乴	xué	to grasp	to grasp
乵	yǎn	archaic variant of 進|进	archaic variant of 進|进[jìn]
乶	Fǔ	phonetic pol, used in Korean	phonetic pol, used in Korean place name; see Polha 乶下[Fǔ​xià], Korean place name in former Hamgyeongdo Province 咸鏡道|咸镜道[Xián​jìng​dào]
乷	xx	phonetic "sal"	phonetic "sal" (Korean gugja)
乸	nǎ	feminine suffix	feminine suffix (Cantonese); postfix indicating feminine
乾	qián; Qián	male principle, ☰	one of the Eight Trigrams 八卦[bā​guà], symbolizing heaven; male principle; ☰; ancient Chinese compass point: 315° (northwest); old variant of 乾[qián]; surname Qian; variant of 乾[qián]
干	gàn; gān; Gān	to manage, to work, to do	tree trunk; main part of sth; to manage; to work; to do; capable; cadre; to kill (slang); to fuck (vulgar); dry; clean; in vain; dried food; foster; adoptive; to ignore; to concern; to interfere; shield; stem; old variant of 乾|干[gān]...
乺	xx	phonetic "sol" used in place	phonetic "sol" used in place names (Korean gugja)
乼	xx	rope	rope (Korean gugja)
乿	luàn; zhì	archaic variant of 亂|乱	archaic variant of 亂|乱[luàn]; archaic variant of 治[zhì]
亀	guī	old variant of 龜|龟	old variant of 龜|龟[guī]
乱	luàn	disorder, upheaval, riot	in confusion or disorder; in a confused state of mind; disorder; upheaval; riot; illicit sexual relations; to throw into disorder; to mix up; indiscriminate; random; arbitrary
亃	lín	mythical animal, said to have	mythical animal, said to have yellow body and white tail
亄	yì	covetous, greedy, stingy	covetous; greedy; stingy
亅	jué	"vertical stroke with hook"	"vertical stroke with hook" radical in Chinese characters (Kangxi radical 6); see also 豎鉤|竖钩[shù​gōu]
了	le; liǎo; liào	to finish, to achieve	(modal particle intensifying preceding clause); (completed action marker); to finish; to achieve; variant of 瞭|了[liǎo]; to understand clearly; (of eyes) bright; clear-sighted; unofficial variant of 瞭[liào]
亇	gè	variant of 個|个	variant of 個|个[gè]
予	yǔ; yú	to give, me	to give; (archaic) I; me
亊	shì	variant of 事	variant of 事[shì]
事	shì	matter, thing, item, work	matter; thing; item; work; affair; CL:件[jiàn],樁|桩[zhuāng],回[huí]
二	èr	two, stupid, 2	two; 2; (Beijing dialect) stupid
亍	chù	step with the right foot	step with the right foot; see 彳亍[chì​chù]
于	yú; Yú	in, at, from, to, than, by	in; at; to; from; by; than; out of; to go; to take; sentence-final interrogative particle; variant of 於|于[yú]; surname Yu
亐	yú	archaic variant of 于	archaic variant of 于[Yú]
云	yún; Yún	cloud	cloud; CL:朵[duǒ]; (classical) to say; surname Yun; abbr. for Yunnan Province 雲南省|云南省[Yún​nán​Shěng]
互	hù	mutual	mutual
亓	qí; Qí	his, her, its, their	his; her; its; their; surname Qi
五	wǔ	five, 5	five; 5
井	jǐng; Jǐng	a well, neat, orderly	a well; CL:口[kǒu]; neat; orderly; Jing, one of the 28 constellations of Chinese astronomy; surname Jing
亖	sì	old variant of 四	old variant of 四[sì]
亘	gèn	extending all the way across	extending all the way across; running all the way through
些	xiē	classifier indicating a small	classifier indicating a small amount or small number greater than 1: some, a few, several
亜	yà	Japanese variant of 亞|亚	Japanese variant of 亞|亚
亝	qí	old variant of 齊|齐	old variant of 齊|齐[qí]
斋	zhāi	to fast or abstain from meat	to fast or abstain from meat, wine etc; vegetarian diet; study room; building; to give alms (to a monk); old variant of 齋|斋[zhāi]
亚	yà; Yà	second, inferior, next to	second; next to; inferior; sub-; Taiwan pr. [yǎ]; Asia; Asian; Taiwan pr. [Yǎ]
亟	qì; jí	repeatedly, frequently, urgent	repeatedly; frequently; urgent
亠	tóu	"lid" radical in Chinese	"lid" radical in Chinese characters (Kangxi radical 8)
亡	wáng	to die, to lose, to flee	to die; to lose; to be gone; to flee; deceased; old variant of 亡[wáng]
亢	kàng; Kàng	high, overbearing, excessive	high; overbearing; excessive; surname Kang; Kang, one of the 28 constellations
交	jiāo	to deliver, to pay	to hand over; to deliver; to pay (money); to turn over; to make friends; to intersect (lines); variant of 跤[jiāo]
亥	hài	12th earthly branch: 9-11	12th earthly branch: 9-11 p.m., 10th solar month (7th November-6th December), year of the Boar; ancient Chinese compass point: 330°
亦	yì	also	also
亨	hēng	prosperous, henry	prosperous; henry (unit of inductance)
亪	xx	one of the characters used in	one of the characters used in kwukyel (phonetic "ye"), an ancient Korean writing system
享	xiǎng	to enjoy, to benefit	to enjoy; to benefit; to have the use of; old variant of 享[xiǎng]
京	jīng; Jīng	big, capital city of a country	capital city of a country; big; algebraic term for a large number (old); artificial mound (old); abbr. for Beijing; surname Jing; Jing ethnic minority
亭	tíng	pavilion, booth, kiosk, erect	pavilion; booth; kiosk; erect
亮	liàng	to shine, bright, to show	bright; clear; resonant; to shine; to show; to reveal
夜	yè	night	variant of 夜[yè]; night
亳	Bó	name of district in Anhui	name of district in Anhui; capital of Yin
亶	Dǎn; dǎn	sincere	surname Dan; sincere
亹	mén; wěi	mountain pass, resolute	mountain pass; defile (archaic); resolute
人	rén	man, person, people	man; person; people; CL:個|个[gè],位[wèi]
亻	rén	"person" radical in Chinese	"person" radical in Chinese characters (Kangxi radical 9)
亼	jí	variant of 集	variant of 集[jí]
亽	jí; xx	archaic variant of 亼	archaic variant of 亼[jí]; one of the characters used in kwukyel (phonetic "ra"), an ancient Korean writing system
什	shén; shí	what, assorted, miscellaneous	what; ten (used in fractions, writing checks etc); assorted; miscellaneous
仁	rén	humane, kernel	humane; kernel
仂	lè	surplus, tithe	surplus; tithe
仃	dīng	alone	alone
仄	zè	to tilt, narrow, uneasy	to tilt; narrow; uneasy; oblique tones (in Chinese poetry)
仆	pū; pú	to fall forward	to fall forward; to fall prostrate; servant
仇	chóu; qiú; Qiú	hatred, animosity, enmity, foe	hatred; animosity; enmity; foe; enemy; to feel animosity toward (the wealthy, foreigners etc); spouse; companion; surname Qiu
仈	Bā	surname Ba	surname Ba
仉	Zhǎng	surname Zhang	surname Zhang
今	jīn	today, modern, present	today; modern; present; current; this; now
介	jiè	to introduce, to lie between	to introduce; to lie between; between; shell; armor
仌	bīng	old variant of 冰	old variant of 冰[bīng]
仍	réng	to remain, still, yet	still; yet; to remain
仏	fó	Japanese variant of 佛	Japanese variant of 佛
仒	xx	one of the characters used in	one of the characters used in kwukyel (phonetic "eo" or "sya"), an ancient Korean writing system
仔	zǐ; zǎi; zī	meticulous, young	meticulous; (of domestic animals or fowls) young; variant of 崽[zǎi]; see 仔肩[zī​jiān]
仕	shì	to serve as an official	to serve as an official; an official; the two chess pieces in Chinese chess guarding the "general" or "king" 將|将[jiàng]
他	tā	he or him, other, another	he or him; (used for either sex when the sex is unknown or unimportant); (used before sb's name for emphasis); (used as a meaningless mock object); other; another
仗	zhàng	to hold, to wield, weaponry	weaponry; to hold (a weapon); to wield; to rely on; to depend on; war; battle
付	fù; Fù	to pay, to hand over to	to pay; to hand over to; classifier for pairs or sets of things; surname Fu
仙	xiān	immortal	immortal; variant of 仙[xiān]
仚	xiān	old variant of 仙	old variant of 仙[xiān]
同	tóng; tòng	like, same, similar, together	like; same; similar; together; alike; with; (used in given names); variant of 同[tóng]; see 衚衕|胡同[hú​tòng]
仞	rèn	measure	(measure)
仟	qiān	thousand	thousand (banker's anti-fraud numeral)
仡	Gē; yì	strong, brave	see 仡佬族[Gē​lǎo​zú], Gelao or Klau ethnic group of Guizhou; Taiwan pr. [Qì]; strong; brave
代	dài	to substitute, to replace	to substitute; to act on behalf of others; to replace; generation; dynasty; age; period; (historical) era; (geological) eon
令	lìng; Líng; líng; lǐng	to order, to command, to cause	to order; to command; an order; warrant; writ; to cause; to make sth happen; virtuous; honorific title; season; government position (old); see 令狐[Líng​hú]; see 脊令[jí​líng]; classifier for a ream of paper
仨	sā	three	three (colloquial equivalent of 三個|三个)
仫	mù	name of tribe	name of tribe; see 仫佬族[Mù​lǎo​zú], Mulao ethnic group of Guangxi
仮	jiǎ	Japanese variant of 假	Japanese variant of 假
仰	yǎng; Yǎng	to admire, to look up	to face upward; to look up; to admire; to rely on; surname Yang
仲	zhòng; Zhòng	middle, intermediate	second month of a season; middle; intermediate; second amongst brothers; surname Zhong
仳	pǐ	to part	to part
仵	wǔ; Wǔ	to violate, equal	equal; well-matched; to violate; surname Wu
件	jiàn	item, component	item; component; classifier for events, things, clothes etc
任	rèn; Rén	to assign, to appoint, to let	to assign; to appoint; to take up a post; office; responsibility; to let; to allow; to give free rein to; no matter (how, what etc); classifier for terms served in office, or for spouses, girlfriends etc (as in 前任男友); surname Ren...
份	fèn	classifier for gifts	classifier for gifts, newspaper, magazine, papers, reports, contracts etc; variant of 分[fèn]
仿	fǎng	to imitate, to copy, seemingly	to imitate; to copy; variant of 仿[fǎng]; seemingly
伀	zhōng	restless, agitated	restless; agitated
企	qǐ	to plan a project	to plan a project; to stand on tiptoe; Taiwan pr. [qì]; abbr. for 企業|企业[qǐ​yè]
伄	diào	see 伄儅	see 伄儅[diào​dāng]
伇	yì	old variant of 役	old variant of 役[yì]
伈	xǐn	nervous, fearful	nervous; fearful
伉	kàng	spouse, strong, robust	spouse; big and tall; strong; robust; upright and outspoken
伊	yī; Yī	that	(old) third person singular pronoun ("he" or "she"); second person singular pronoun ("you"); (May 4th period) third person singular feminine pronoun ("she"); (Classical Chinese) introductory particle with no specific meaning...
伋	jí	unreal	unreal
伍	wǔ; Wǔ	to associate with, five	squad of five soldiers; to associate with; five (banker's anti-fraud numeral); surname Wu
伎	jì	artistry, talent, skill	artistry; talent; skill; (in ancient times) female entertainer
伏	fú; Fú	to fall, to lean over, to hide	to lean over; to fall (go down); to hide (in ambush); to conceal oneself; to lie low; hottest days of summer; to submit; to concede defeat; to overcome; to subdue; volt; surname Fu
伐	fá	to fell, to cut down	to cut down; to fell; to dispatch an expedition against; to attack; to boast; Taiwan pr. [fā]
休	xiū; Xiū	to rest, to cease	to rest; to stop doing sth for a period of time; to cease; (imperative) don't; surname Xiu
伕	fū	variant of 夫	variant of 夫[fū]
伙	huǒ	to combine, companion, partner	companion; partner; group; classifier for groups of people; to combine; together; meals (abbr. for 伙食[huǒ​shí]); variant of 夥|伙[huǒ]
伜	cuì	variant of 倅	variant of 倅[cuì]
伝	yún; chuán	to summon, to propagate	to summon; to propagate; to transmit; Japanese variant of 傳|传
伢	yá	child	(dialect) child
伩	xìn	variant of 信 originally meant	variant of 信[xìn] (originally meant as part of the second round of simplified Chinese characters)
伯	bó; bà; bǎi	senior, father's elder brother	father's elder brother; senior; paternal elder uncle; eldest of brothers; respectful form of address; Count, third of five orders of nobility 五等爵位[wǔ​děng​jué​wèi]; variant of 霸[bà]; one hundred (old)
估	gū; gù	estimate, old, second-hand	estimate; old; second-hand (clothes)
伱	nǐ	you	archaic variant of 你[nǐ]; you
伲	nì; nǐ	I, my, our, we	(dialect) I; my; we; our; variant of 你[nǐ]
伴	bàn	to accompany, partner	partner; companion; comrade; associate; to accompany
伶	líng	clever, actor, actress	clever; (old) actor; actress
伸	shēn	to stretch, to extend	to stretch; to extend
伹	qū	slow-witted, clumsy and dumb	clumsy and dumb; slow-witted
伺	cì; sì	to wait on, to watch, to wait	to wait on; to watch; to wait; to examine; to spy
伻	bēng	to cause	to cause
似	sì; shì	to seem, to appear	to seem; to appear; to resemble; similar; -like; pseudo-; (more) than; see 似的[shì​de]; old variant of 似[sì]
伽	jiā	traditionally used as	traditionally used as phonetic for ga; also pr. [gā]; also pr. [qié]
伾	pī	powerful, multitudinous	multitudinous; powerful
佃	diàn; tián	farmer, to cultivate, to hunt	farmer; to cultivate; to hunt
但	dàn	but, yet, however, only	but; yet; however; only; merely; still
伫	zhù	to wait	to stand for a long time; to wait; to look forward to; to accumulate; variant of 佇|伫[zhù]
布	bù	to declare, to announce	cloth; to declare; to announce; to spread; to make known; variant of 布[bù]
佉	Qū	surname Qu	surname Qu
佌	cǐ	petty, wretched	petty; wretched
位	wèi	position, location, place	position; location; place; seat; classifier for people (honorific); classifier for binary bits (e.g. 十六位 16-bit or 2 bytes); (physics) potential
低	dī	to lower, low, to let droop	low; beneath; to lower (one's head); to let droop; to hang down; to incline
住	zhù	to live, to dwell, to stay	to live; to dwell; to stay; to reside; to stop; (suffix indicating firmness, steadiness, or coming to a halt)
佐	zuǒ	to assist, to accompany	to assist; assistant; aide; to accompany
佑	yòu	to assist, to protect	to assist; to protect
占	zhàn; zhān	to occupy	to take possession of; to occupy; to take up; variant of 占[zhàn]; to observe; to divine
何	hé; Hé	what, how, why, which, carry	what; how; why; which; carry; surname He
佗	tuó	carry on the back	carry on the back
佘	Shé	surname She	surname She
余	yú; Yú	extra, surplus, remaining	extra; surplus; remaining; remainder after division; (following numerical value) or more; in excess of (some number); residue (math.); after; I; me; (archaic) I; variant of 餘|余[yú], surplus; surname Yu
佚	yì; Yì; dié	lost, missing, forsaken	lost; missing; forsaken; dissolute; (of a woman) beautiful; fault; offense; hermit; variant of 逸[yì]; surname Yi; old variant of 迭[dié]
佛	fú; Fó	head ornament, seemingly	(female) head ornament; variant of 彿|佛[fú]; seemingly; Buddha; Buddhism
作	zuò; zuō	to do, to grow, to pretend	to do; to grow; to write or compose; to pretend; to regard as; to feel; writings or works; worker; workshop; (slang) troublesome; high-maintenance (person)
佝	gōu; kòu	see 佝僂|佝偻	see 佝僂|佝偻[gōu​lóu]; see 佝瞀[kòu​mào]
佞	nìng	to flatter, flattery	to flatter; flattery
佟	Tóng	surname Tong	surname Tong
你	nǐ	you informal, as opposed to	you (informal, as opposed to courteous 您[nín])
佡	xiān	light	variant of 仙, immortal; light (as a feather)
佢	qú	he	he (Cantonese); Mandarin equivalent: 他[tā]
佣	yōng; yòng	to hire, to employ, servant	to hire; to employ; servant; hired laborer; domestic help; commission (for middleman); brokerage fee
佤	wǎ	Wa, Kawa or Va ethnic group	Wa, Kawa or Va ethnic group of Myanmar, south China and southeast Asia
佧	kǎ	ancient name for an ethnic	ancient name for an ethnic group in China
佩	pèi	to respect, to wear	to respect; to wear (belt etc); girdle ornaments
佪	huái	irresolute	irresolute; to move back and forth
佫	Hè	surname He	surname He
佬	lǎo	male, man	male; man (Cantonese)
佯	yáng	to feign, to pretend	to feign; to pretend
佰	bǎi	hundred	hundred (banker's anti-fraud numeral)
佱	fǎ	law	old variant of 法[fǎ]; law
佳	jiā; Jiā	beautiful, fine, good	beautiful; fine; good; surname Jia
佴	èr	assistant	assistant
佶	jí	difficult to pronounce	difficult to pronounce
佷	hěn	to act contrary to	to act contrary to
佸	huó	meet	meet
佹	guǐ	crafty, suddenly	almost succeed; crafty; suddenly
佺	quán	immortal	immortal
佻	tiāo	frivolous, unsteady, delay	frivolous; unsteady; delay
佼	jiǎo	handsome	handsome
佽	cì; Cì	to help, nimble	nimble; to help; surname Ci
佾	yì	row of dancers at sacrifices	row of dancers at sacrifices
使	shǐ	to make, to cause, to enable	to make; to cause; to enable; to use; to employ; to send; to instruct sb to do sth; envoy; messenger
侀	xíng	shape, statute	shape; statute
侁	shēn	large crowd	large crowd
侂	tuō	to commission, to depute	to commission; to entrust to; to depute; to request; to ask (sb to do sth)
侃	kǎn	to boast, to chat idly	upright and honest; cheerful; to chat idly; to boast; to talk smoothly; old variant of 侃[kǎn]
侄	zhí	nephew by the male line	variant of 姪|侄[zhí]; nephew by the male line
侅	gāi	to give, embraced in	to give; prepared for included in; embraced in
来	lái	to come, to arrive	to come; to arrive; to come round; ever since; next
侇	yí	class, category, corpse	(old) class; category; corpse
侈	chǐ	extravagant, wasteful	extravagant; wasteful; exaggerating
侉	kuǎ	foreign accent	foreign accent
例	lì	example, precedent, rule, case	example; precedent; rule; case; instance
侌	yīn	old variant of 陰|阴	old variant of 陰|阴[yīn]
侍	shì	to serve, to attend upon	to serve; to attend upon
侏	zhū	dwarf	dwarf
侐	xù	still, silent	still; silent
侑	yòu	literary to urge sb to eat or	(literary) to urge sb (to eat or drink)
侔	móu	similar, comparable, equal	similar; comparable; equal
